PDB_ID,Chain,CATH,N,Fmax_[e/A],Dmax_[A],Lmax_[A],lambda
1q0a,A,1.10.166.10,91,0.86,261.92,220.25,0.72
1lx8,A,1.10.166.20,55,0.62,42.84,26.5,0.1
1ezy,A,1.10.167.10,129,0.83,378.65,378,0.77
1kg5,A,1.10.167.10,225,1.27,325.66,310,0.36
1kg7,A,1.10.167.10,224,1.23,319.3,309.75,0.36
1wef,A,1.10.167.10,225,1.27,589.1,575.5,0.68
1mud,A,1.10.167.10,225,1.33,67.81,53.25,0.04
1kg4,A,1.10.167.10,224,1.23,320.14,309.75,0.36
1kqj,A,1.10.167.10,225,1.42,121.57,110,0.11
1kg6,A,1.10.167.10,224,1.27,246.23,238,0.27
1cmz,A,1.10.167.10,128,0.58,76.62,73,0.14
1ezt,A,1.10.167.10,129,0.76,74.34,71.25,0.13
2abk,A,1.10.167.10,211,1.21,535.24,530.25,0.66
1kg3,A,1.10.167.10,224,1.23,54.31,44.25,0.03
1weg,A,1.10.167.10,225,1.27,68.61,53.25,0.04
1mun,A,1.10.167.10,224,1.27,511.64,499.25,0.59
2d9j,A,1.10.167.10,139,0.88,428.12,409.25,0.81
1dk8,A,1.10.167.10,147,0.96,305.76,286.25,0.52
1muy,A,1.10.167.10,225,1.24,320.76,306,0.35
2jnu,A,1.10.167.10,136,0.91,100.37,85.5,0.15
1kg2,A,1.10.167.10,224,1.16,326.9,316.75,0.36
2crp,A,1.10.167.10,150,0.88,315.85,266.5,0.5
2jn6,A,1.10.168.10,97,0.92,319.14,311.75,0.87
1fip,A,1.10.168.10,73,0.76,211.64,191,0.75
1f36,A,1.10.168.10,89,0.83,256.6,240,0.75
1umq,A,1.10.168.10,60,0.79,165.29,134.25,0.67
3fis,A,1.10.168.10,73,0.88,226.69,208.25,0.81
4fis,A,1.10.168.10,73,0.76,211.56,194.5,0.75
1ceu,A,1.10.169.10,51,0.79,141,101.5,0.65
1h3l,A,1.10.174.10,75,1.2,83.27,63.5,0.18
1mbv,A,1.10.178.10,142,1.31,98.87,89.25,0.14
1mbx,A,1.10.178.10,142,1.39,136.84,133.25,0.22
1mbu,A,1.10.178.10,142,1.48,173.07,167.5,0.29
1r6q,A,1.10.178.10,142,1.41,140.49,136,0.22
1k6k,A,1.10.178.10,142,1.32,140.62,143.25,0.24
1r6o,A,1.10.178.10,142,1.37,138.06,132.25,0.22
1r6c,X,1.10.178.10,142,1.37,117.95,119.25,0.2
1tl6,A,1.10.181.10,89,0.81,261.88,246.5,0.76
1tkv,A,1.10.181.10,89,0.77,86.05,73,0.2
1tlh,A,1.10.181.10,89,0.82,265.53,250,0.78
1jr5,A,1.10.181.10,90,0.93,43.63,35.25,0.07
1rqf,A,1.10.182.10,172,1.68,100.53,82.5,0.09
1al0,1,1.10.185.10,143,1.04,298.39,271.5,0.52
1cd3,1,1.10.185.10,143,1.04,190.59,163.25,0.3
1tx9,A,1.10.185.10,141,1.14,292.87,271,0.51
1h0z,A,1.10.189.10,68,0.93,103.82,66.25,0.26
1hdl,A,1.10.189.10,55,0.22,26.5,2.5,0.01
1uuc,A,1.10.189.10,55,0.22,25.17,3.25,0.01
1ifw,A,1.10.190.10,92,1.06,149.94,108,0.32
1i2t,A,1.10.190.10,61,1.17,67.47,55,0.19
1gyz,A,1.10.190.20,60,0.98,43.27,30.5,0.08
1vpu,A,1.10.195.10,45,1.06,40.28,27.5,0.09
1cmz,A,1.10.196.10,128,0.58,76.62,73,0.14
2d9j,A,1.10.196.10,139,0.88,428.12,409.25,0.81
1ezy,A,1.10.196.10,129,0.83,378.65,378,0.77
2jnu,A,1.10.196.10,136,0.91,100.37,85.5,0.15
1dk8,A,1.10.196.10,147,0.96,305.76,286.25,0.52
1ezt,A,1.10.196.10,129,0.76,74.34,71.25,0.13
2crp,A,1.10.196.10,150,0.88,315.85,266.5,0.5
1tzy,A,1.10.20.10,106,1.03,245.7,190.5,0.53
1bh9,A,1.10.20.10,45,0.78,119.31,104.5,0.66
1ku5,A,1.10.20.10,66,0.86,176.5,161.25,0.68
1bfm,A,1.10.20.10,69,0.86,199.01,182.5,0.74
1bh8,A,1.10.20.10,45,0.77,118.52,100.5,0.65
1hq3,A,1.10.20.10,106,0.99,247.16,192.25,0.54
2cwe,A,1.10.20.10,191,1.51,395.36,373.25,0.52
1a7w,A,1.10.20.10,68,0.89,178.53,165.5,0.67
2hio,A,1.10.20.10,101,0.97,250.63,200.25,0.59
2aro,A,1.10.20.10,106,1,248.2,194,0.54
1taf,A,1.10.20.10,68,0.84,203.43,187.5,0.77
1n1j,A,1.10.20.10,87,0.83,255.56,236,0.76
1b67,A,1.10.20.10,68,0.89,199.65,186.5,0.76
1ijy,A,1.10.200.10,122,0.25,31.63,5,0
1ijx,A,1.10.200.10,125,0.11,38.67,1.25,0
1j0t,A,1.10.201.10,78,0.82,41.02,40.25,0.1
2gvs,A,1.10.208.10,109,0.88,303.32,271.25,0.71
1n8v,A,1.10.208.10,101,1.06,148.61,133.75,0.34
1n8u,A,1.10.208.10,100,0.97,223.01,211.75,0.56
1k19,A,1.10.208.10,112,0.71,93.6,63.25,0.14
1kx8,A,1.10.208.10,100,1.13,154.64,139,0.35
1kx9,A,1.10.208.10,108,1.01,138.91,115.5,0.27
1utr,A,1.10.210.10,68,0.74,109.91,97,0.37
1ccd,A,1.10.210.10,77,0.86,231.31,232.25,0.79
1utg,A,1.10.210.10,70,0.72,100.03,103.25,0.37
1bo9,A,1.10.220.10,73,0.85,68.17,61.5,0.2
1bc9,A,1.10.220.20,200,0.99,233.47,202.75,0.27
1pbv,A,1.10.220.20,195,1.6,386.71,366.75,0.5
1ku1,A,1.10.220.20,211,1.31,268.02,249.5,0.3
1qc7,A,1.10.220.30,101,0.96,209.22,204.5,0.53
1c1k,A,1.10.220.50,217,1.19,161.84,155.5,0.17
1l9l,A,1.10.225.10,74,0.09,10.93,3,0.01
1n69,A,1.10.225.10,78,0,8.57,0,0
1m12,A,1.10.225.10,84,0.17,20.87,1.5,0
1nkl,A,1.10.225.10,78,0,9.76,0,0
1cfc,A,1.10.238.10,148,0.74,192.59,188,0.33
1qls,A,1.10.238.10,95,0.9,154.22,128.5,0.37
1kcy,A,1.10.238.10,75,0.92,48.89,46.25,0.13
1b8l,A,1.10.238.10,108,1.24,110.47,106.5,0.23
1nx1,A,1.10.238.10,173,1.29,228.5,217,0.32
3cln,A,1.10.238.10,143,0.93,412.3,391.75,0.75
1nwd,A,1.10.238.10,148,0.93,469.44,461.5,0.83
1spy,A,1.10.238.10,89,0.89,155.98,151,0.44
1snl,A,1.10.238.10,99,0.7,283.12,248.75,0.73
1qs7,A,1.10.238.10,145,0.74,86.34,84.5,0.14
1cm1,A,1.10.238.10,143,0.93,453.43,451.75,0.84
1c07,A,1.10.238.10,95,1.16,194.91,197,0.53
1c7w,A,1.10.238.10,68,0.71,178.17,175.75,0.68
1sbj,A,1.10.238.10,81,0.7,117.9,81.25,0.28
1tn4,A,1.10.238.10,157,0.92,265.87,249.25,0.42
1cdn,A,1.10.238.10,75,0.91,74.53,72,0.23
1cdp,A,1.10.238.10,108,1.17,109.2,106.75,0.22
1npq,A,1.10.238.10,90,0.91,52.42,33,0.07
1cnp,A,1.10.238.10,90,0.73,82.04,63.75,0.16
1dmo,A,1.10.238.10,148,0.72,265.94,246.75,0.45
1clm,A,1.10.238.10,144,0.91,422.85,401.5,0.76
1aj4,A,1.10.238.10,160,0.73,297.37,276.5,0.47
1cll,A,1.10.238.10,144,0.91,424.02,401.5,0.77
1qx5,B,1.10.238.10,145,0.91,334.51,301.75,0.58
1scv,A,1.10.238.10,81,0.72,171.79,135.5,0.49
1mwn,A,1.10.238.10,91,0.91,147.81,134,0.39
1la0,A,1.10.238.10,161,0.91,511.84,488.5,0.83
1alv,A,1.10.238.10,173,1.33,235.5,219.25,0.33
1jfj,A,1.10.238.10,134,0.9,406.48,395.5,0.8
1j7r,A,1.10.238.10,77,0.73,78.06,71.5,0.23
1sw8,A,1.10.238.10,79,0.73,157.58,146,0.5
1kqv,A,1.10.238.10,75,0.77,61.41,58.25,0.18
5cpv,A,1.10.238.10,108,1.17,112.13,107.25,0.23
1h4b,A,1.10.238.10,84,0.71,235.93,219.75,0.72
1sy9,A,1.10.238.10,148,0.92,473.89,464,0.84
1iku,A,1.10.238.10,188,1.03,290.08,276.5,0.39
1k2h,A,1.10.238.10,93,1.52,171.09,163.75,0.44
1k94,A,1.10.238.10,165,1.1,185.67,175.25,0.26
2q91,A,1.10.238.10,96,0.98,134.12,114.25,0.3
1nub,A,1.10.238.10,226,0.28,32.61,3,0
1ff1,A,1.10.238.10,95,1.13,189.12,188.25,0.51
4cpv,A,1.10.238.10,108,1.27,114.97,109.5,0.24
1juo,A,1.10.238.10,172,1.13,323.9,300.5,0.47
2f8p,A,1.10.238.10,190,1.13,404.35,397.75,0.55
1igv,A,1.10.238.10,75,0.98,63.4,62,0.18
1qx2,A,1.10.238.10,75,0.98,112.22,115.75,0.37
1nya,A,1.10.238.10,176,0.97,564.13,549.5,0.84
1aj5,A,1.10.238.10,173,1.14,425.27,409.75,0.63
1eh2,A,1.10.238.10,95,0.97,181.44,184.75,0.49
1omr,A,1.10.238.10,201,1.44,211.34,176.25,0.22
2jxc,A,1.10.238.10,95,0.97,103.94,108.75,0.26
1tiz,A,1.10.238.10,67,1.02,86.69,93.25,0.33
1gjy,A,1.10.238.10,167,1.27,422.38,409,0.65
2psr,A,1.10.238.10,96,1.29,138.42,118.75,0.31
1sl7,A,1.10.238.10,173,1.28,347.85,350.5,0.52
1bu3,A,1.10.238.10,108,1.28,110.09,106.75,0.22
1nsh,A,1.10.238.10,101,1.11,183.57,159.5,0.42
2scp,A,1.10.238.10,174,1.56,363.63,370.75,0.54
1jf0,A,1.10.238.10,192,1.28,80.72,78.5,0.08
1v1g,A,1.10.238.10,188,1.12,350.3,342.25,0.47
1np8,A,1.10.238.10,149,1.12,128.06,109.5,0.18
2het,A,1.10.238.10,182,0.99,376.96,361,0.53
1rro,A,1.10.238.10,108,1.12,107.34,100.75,0.22
1ej3,A,1.10.238.10,187,1.29,282.25,279.25,0.38
1r6p,A,1.10.238.10,89,0.8,264.67,265,0.78
2tn4,A,1.10.238.10,155,0.98,272.25,254.75,0.43
1jba,A,1.10.238.10,189,0.98,596.58,574.25,0.83
1uwo,A,1.10.238.10,91,0.98,97.82,79.5,0.21
1rwy,A,1.10.238.10,109,1.26,32.64,29,0.03
1ap4,A,1.10.238.10,89,0.58,112.69,104.75,0.3
2pru,A,1.10.238.10,91,1.38,161.65,160.5,0.44
1b9a,A,1.10.238.10,108,1.15,119.2,111.5,0.25
1irj,A,1.10.238.10,85,0.94,101.67,85,0.25
1pal,A,1.10.238.10,107,1.02,119.24,111.5,0.25
2ju0,A,1.10.238.10,175,0.94,538.05,496.75,0.8
1f71,A,1.10.238.10,67,0.68,55.55,53.25,0.18
1qiv,A,1.10.238.10,144,0.93,440,437.25,0.8
1xvj,A,1.10.238.10,109,1.03,34.55,27.5,0.03
1uhn,A,1.10.238.10,189,1.25,83.55,68.5,0.07
1jc2,A,1.10.238.10,75,0.69,100.64,95.5,0.32
1jfk,A,1.10.238.10,134,0.93,298.08,290,0.57
1s3p,A,1.10.238.10,109,1.25,32.18,23.75,0.02
1d1o,A,1.10.238.10,75,1.1,75.62,81.75,0.24
1zac,A,1.10.238.10,90,0.93,168.51,154.5,0.45
1f70,A,1.10.238.10,76,0.69,88.64,87.25,0.28
1zfs,A,1.10.238.10,93,0.65,94.59,74.25,0.2
1sl8,A,1.10.238.10,181,1.29,380.08,370.25,0.54
1xk4,A,1.10.238.10,87,0.97,150.42,133.75,0.4
1y6w,A,1.10.238.10,136,0.1,23.8,1.75,0
1ncz,A,1.10.238.10,162,1.15,360.89,352.25,0.57
1b8r,A,1.10.238.10,108,1.38,112.94,109.5,0.23
1cmf,A,1.10.238.10,73,0.81,115.74,110,0.39
5tnc,A,1.10.238.10,161,1.15,417.69,407.25,0.67
1sra,A,1.10.238.10,151,1.78,81.39,75,0.09
1alw,A,1.10.238.10,173,1.25,230.44,213.75,0.32
1a29,A,1.10.238.10,144,0.62,213.15,208.5,0.38
1a2x,A,1.10.238.10,158,0.96,406.56,387.5,0.66
2f3z,A,1.10.238.10,144,0.96,451.31,447.25,0.82
3ctn,A,1.10.238.10,76,0.64,88.7,75.75,0.26
1rjv,A,1.10.238.10,110,0.96,39.41,27.25,0.04
1vrk,A,1.10.238.10,148,0.95,451.66,452,0.8
1osa,A,1.10.238.10,148,0.93,480,458,0.85
1f55,A,1.10.238.10,77,0.79,214.22,219.75,0.74
1qiw,A,1.10.238.10,145,0.85,433.52,427,0.79
2bca,A,1.10.238.10,75,1.08,78,79,0.24
1rk9,A,1.10.238.10,110,0.85,42.92,29.75,0.04
2cnp,A,1.10.238.10,90,1.31,152.53,140.5,0.39
1k9k,A,1.10.238.10,89,0.85,254.26,236.5,0.74
1wrl,A,1.10.238.10,82,0.85,246.84,249.5,0.79
1n65,A,1.10.238.10,75,0.81,212.58,208.25,0.74
1k9u,A,1.10.238.10,76,0.81,232.16,211.5,0.79
1tnw,A,1.10.238.10,162,0.85,500.28,463.5,0.8
1x02,A,1.10.238.10,148,0.85,453.16,428.5,0.8
1cff,A,1.10.238.10,148,0.81,459.64,434.25,0.81
1pva,A,1.10.238.10,109,1.21,112.72,107,0.23
5pal,A,1.10.238.10,109,1.21,36.98,31,0.04
1mq1,A,1.10.238.10,91,0.81,104.4,88.25,0.25
1s6i,A,1.10.238.10,182,0.8,210.31,206.75,0.29
1ggw,A,1.10.238.10,140,0.8,400.38,373.25,0.74
1top,A,1.10.238.10,162,1.22,421.32,417.75,0.68
1cfd,A,1.10.238.10,148,0.79,262.49,266.25,0.46
2jpt,A,1.10.238.10,93,0.86,159,139.5,0.4
1mr8,A,1.10.238.10,90,0.86,150.88,121.5,0.37
1ooj,A,1.10.238.10,141,0.86,434.47,418,0.81
1n2d,A,1.10.238.10,147,1.21,346.83,352,0.62
1la3,A,1.10.238.10,188,1.05,279.35,266.25,0.37
3psr,A,1.10.238.10,96,1.21,129.61,109,0.28
2jul,A,1.10.238.10,181,0.8,194.44,169.25,0.24
2bcb,A,1.10.238.10,75,0.8,223.92,217,0.78
2bbm,A,1.10.238.10,148,0.8,439.01,429.25,0.78
1pvb,A,1.10.238.10,107,1.19,106.12,101.25,0.22
1ksm,A,1.10.238.10,75,0.8,210.84,205.75,0.74
1fi5,A,1.10.238.10,81,0.8,243.14,213,0.77
1skt,A,1.10.238.10,90,1.03,169.78,156,0.46
2sas,A,1.10.238.10,185,1.48,46.32,45.25,0.04
1el4,A,1.10.238.10,194,1.19,139.76,114.5,0.14
1fi6,A,1.10.238.10,92,0.83,167.31,153,0.44
1bjf,A,1.10.238.10,181,1.08,227.62,208.25,0.3
1wrk,A,1.10.238.10,82,0.83,226.81,220.75,0.73
1psr,A,1.10.238.10,100,1.46,162.19,142.75,0.36
2bbn,A,1.10.238.10,148,0.84,463.53,458.5,0.82
1r2u,A,1.10.238.10,89,0.83,264.81,259.5,0.78
1cm4,A,1.10.238.10,143,0.83,405.09,402,0.74
1nx0,A,1.10.238.10,173,1.06,236.78,215.5,0.33
1a75,A,1.10.238.10,106,1.07,159.39,151.5,0.36
1fpw,A,1.10.238.10,190,0.83,220.08,191.5,0.27
1nx3,A,1.10.238.10,173,1.21,232.78,217.75,0.32
1b8c,A,1.10.238.10,108,1.2,109.83,102,0.23
1jf2,A,1.10.238.10,190,1.33,125.76,121.25,0.15
1f8h,A,1.10.238.10,95,1.2,188.73,194.75,0.51
1mxl,C,1.10.238.10,89,0.82,268.73,259.25,0.79
1j7o,A,1.10.238.10,76,0.82,226.2,221.25,0.78
1f4o,A,1.10.238.10,165,1.06,290.7,277.5,0.44
1e8a,A,1.10.238.10,87,0.85,176,164.5,0.5
1ozo,A,1.10.238.10,95,0.84,150.94,136.5,0.38
1iq3,A,1.10.238.10,110,0.84,212.62,187,0.47
1jwd,A,1.10.238.10,90,0.82,260.88,251,0.76
1s1e,A,1.10.238.10,181,1.08,214.62,201.75,0.29
1mho,A,1.10.238.10,88,0.82,104.43,93.75,0.26
2f3y,A,1.10.238.10,146,0.84,453.83,448.25,0.82
1bmo,A,1.10.238.10,233,2.17,192.66,195.5,0.19
1cdl,A,1.10.238.10,142,0.84,429.41,426.5,0.8
1nx2,A,1.10.238.10,173,1.21,232.59,216.5,0.32
4pal,A,1.10.238.10,107,1.32,104.97,104.25,0.22
1v1f,A,1.10.238.10,188,1.08,350.51,341.5,0.47
1iq5,A,1.10.238.10,144,0.82,81.84,68.25,0.11
2i94,A,1.10.238.10,182,0.83,283.73,262.5,0.38
2ehb,A,1.10.238.10,182,1.08,331.04,325.75,0.46
1k9p,A,1.10.238.10,89,1.23,150.17,137.5,0.39
1ig5,A,1.10.238.10,75,1.04,65.02,67,0.19
1cmg,A,1.10.238.10,73,0.75,194.01,178.25,0.68
1oqp,A,1.10.238.10,77,0.77,224.14,217.5,0.76
3pal,A,1.10.238.10,107,1.33,107.41,108.5,0.23
2pas,A,1.10.238.10,109,0.78,109.91,98.5,0.23
1m31,A,1.10.238.10,101,1.04,189.4,162,0.44
3icb,A,1.10.238.10,75,0.75,65.7,65,0.2
1bt6,A,1.10.238.10,91,0.78,255.31,237,0.72
1blq,A,1.10.238.10,90,0.78,254.97,250,0.74
4cln,A,1.10.238.10,148,1.04,465.95,452,0.83
1j7p,A,1.10.238.10,67,0.77,190.41,186.75,0.74
1ttx,A,1.10.238.10,109,1.04,111.94,102,0.22
1rtp,1,1.10.238.10,109,1.23,33.44,28.5,0.03
1f54,A,1.10.238.10,77,0.76,72.13,69.5,0.22
1lxf,C,1.10.238.10,89,0.76,261.73,250.5,0.77
2ctn,A,1.10.238.10,88,0.76,125.64,111.75,0.33
1psb,A,1.10.238.10,91,0.76,84.78,72.25,0.19
2nln,A,1.10.238.10,108,1.04,113.91,108,0.24
1ckk,A,1.10.238.10,148,0.88,438.61,434.25,0.78
1mux,A,1.10.238.10,148,0.89,475.87,461,0.84
1a03,A,1.10.238.10,90,0.77,96.75,82.75,0.23
1mxe,A,1.10.238.10,144,0.88,449.05,440.75,0.82
2pal,A,1.10.238.10,107,1.18,125.37,119.75,0.27
1omd,A,1.10.238.10,107,1.09,124.53,121,0.27
1ozs,A,1.10.238.10,73,0.75,211.98,203,0.76
1ggz,A,1.10.238.10,144,0.87,434.59,415.25,0.79
1dvi,A,1.10.238.10,173,1.08,192.81,175.5,0.26
1clb,A,1.10.238.10,75,0.79,68.77,69.5,0.21
1k96,A,1.10.238.10,89,0.86,267.37,247,0.78
1ih0,A,1.10.238.10,71,0.74,197.14,197,0.73
1ahr,A,1.10.238.10,146,0.89,436.41,431.5,0.79
1lkj,A,1.10.238.10,146,0.89,435.91,431,0.78
1smg,A,1.10.238.10,90,1.04,52.05,34.25,0.07
1j7q,A,1.10.238.10,86,0.79,111.42,83.5,0.26
1kso,A,1.10.238.10,93,1.42,161.07,147.5,0.4
1jsa,A,1.10.238.10,188,0.87,561.02,531.5,0.78
1gqm,A,1.10.238.10,87,0.79,94.15,77,0.23
1n0y,A,1.10.238.10,87,0.87,254.75,252.25,0.77
1qjt,A,1.10.238.10,99,0.87,202.53,190.5,0.51
1h8b,A,1.10.238.10,73,0.78,97.89,81,0.28
1a4p,A,1.10.238.10,92,0.78,105.78,82.25,0.23
1lin,A,1.10.238.10,146,0.86,434.98,431.75,0.78
1tuz,A,1.10.238.110,118,0.88,195.28,187.75,0.41
2h8v,A,1.10.238.20,117,1.09,266.81,273.25,0.6
1xfr,A,1.10.238.20,128,1.77,149.78,170.75,0.3
1qwv,A,1.10.238.20,142,0.18,37.88,0.5,0
1c3y,A,1.10.238.20,108,0.98,91.25,55.75,0.11
1ooi,X,1.10.238.20,124,1.36,35.6,37.5,0.04
1t14,A,1.10.238.20,124,1.48,273.54,278.25,0.57
3b87,A,1.10.238.20,124,1.59,277.82,284.25,0.58
1gm0,A,1.10.238.20,142,1.33,80.68,63.5,0.09
2fjy,A,1.10.238.20,136,1.44,68.64,69.25,0.09
1ooh,A,1.10.238.20,126,1.21,32.81,33.25,0.03
1oof,A,1.10.238.20,124,1.84,141.69,154.5,0.28
3bjh,A,1.10.238.20,117,1.07,120.17,123,0.25
1p28,A,1.10.238.20,119,1.69,91.75,97.25,0.17
1ow4,A,1.10.238.20,120,0.21,20.52,3.75,0.01
1dqe,A,1.10.238.20,137,1.94,176.62,185.5,0.31
1c3z,A,1.10.238.20,108,1.09,90.03,56.5,0.11
1org,A,1.10.238.20,118,0.15,18.34,2.75,0.01
1ls8,A,1.10.238.20,142,1.56,194.11,188.75,0.32
1del,A,1.10.238.70,241,1.79,353.03,370,0.38
1iio,A,1.10.238.80,84,0.91,94.61,91.25,0.27
1lri,A,1.10.239.10,98,0.14,30.3,3,0.01
1beg,A,1.10.239.10,98,0.29,32.71,2.5,0.01
1beo,A,1.10.239.10,98,0.27,29.66,3.75,0
2aib,A,1.10.239.10,98,0.15,30.77,2.75,0.01
1bxm,A,1.10.239.10,99,2.13,86.86,89.75,0.17
2a8f,A,1.10.239.10,98,2.31,81.97,91.25,0.16
1ljp,A,1.10.239.10,98,2.32,81.09,90,0.16
2z5t,M,1.10.245.10,89,1.09,124.31,130.75,0.35
1ycr,A,1.10.245.10,85,1.06,110.66,116.5,0.32
1rv1,A,1.10.245.10,85,1.09,110.23,111.25,0.31
1uhr,A,1.10.245.10,93,0.97,151.27,135.75,0.38
1z1m,A,1.10.245.10,119,0.97,222.65,183,0.43
1ycq,A,1.10.245.10,88,1.15,122.41,129,0.35
1t4e,A,1.10.245.10,96,1.29,64.8,61.75,0.13
2axi,A,1.10.245.10,92,1.15,134.1,140.75,0.37
1t4f,M,1.10.245.10,88,0.88,121.83,123,0.34
1v31,A,1.10.245.10,93,0.88,154.86,151.75,0.42
1ttv,A,1.10.245.10,107,1.08,185.55,169.25,0.42
1sb0,A,1.10.246.20,87,1.04,66.25,38.75,0.08
1kdx,A,1.10.246.20,81,1.23,68.21,45.25,0.11
1pru,A,1.10.260.40,56,0.8,177.19,163.25,0.83
1s7e,A,1.10.260.40,147,1,322.64,290.5,0.54
1pou,A,1.10.260.40,71,1.1,42.47,32,0.06
1prv,A,1.10.260.40,56,0.74,165.12,150,0.76
1ner,A,1.10.260.40,74,0.81,219.81,198.25,0.77
2iu7,A,1.10.260.40,156,1.06,292.88,269,0.46
1neq,A,1.10.260.40,74,0.79,213.39,192.5,0.74
1r69,A,1.10.260.40,63,0.77,35.64,38.75,0.11
1utx,A,1.10.260.40,66,0.81,194.24,197.5,0.78
2gzu,A,1.10.260.40,66,0.73,121.49,127.25,0.48
1zug,A,1.10.260.40,71,0.85,65.18,53.5,0.17
1rzs,A,1.10.260.40,61,0.77,124.35,113.25,0.5
2iuo,A,1.10.260.40,156,1.04,282.33,260.25,0.45
3eza,A,1.10.274.10,249,1.23,807.42,800.5,0.85
1zym,A,1.10.274.10,247,1.65,455.14,455.75,0.47
2ezc,A,1.10.274.10,249,1.16,475.94,470.25,0.49
2ezb,A,1.10.274.10,249,0.93,782.41,768,0.82
3eze,A,1.10.274.10,249,1.33,813.19,802.75,0.86
1wm9,A,1.10.286.10,185,2.59,408.27,406.25,0.56
1is7,A,1.10.286.10,194,2.62,439.26,436.75,0.58
1n3s,A,1.10.286.10,221,2.22,529.21,520.5,0.61
1fbx,A,1.10.286.10,221,2.02,534.35,523.25,0.62
1n3r,A,1.10.286.10,221,2.11,534.35,525,0.62
1gtp,A,1.10.286.10,221,2.32,527.42,520.5,0.61
1wpl,A,1.10.286.10,194,2.23,437.32,431.25,0.57
1fb1,A,1.10.286.10,196,2.21,443.69,434,0.57
1n3t,A,1.10.286.10,221,2.04,535.21,525.75,0.62
1a9c,A,1.10.286.10,221,2.17,537.68,528.5,0.62
1wuq,A,1.10.286.10,184,2.58,401.89,399.5,0.55
1a8r,A,1.10.286.10,221,2.04,534.11,525,0.62
1wur,A,1.10.286.10,185,2.32,404.26,399.75,0.55
1tfe,A,1.10.286.20,142,1.81,53.8,46.75,0.04
1el6,A,1.10.286.30,208,1.27,467.19,456.75,0.58
1ns1,A,1.10.287.10,73,0.93,200.74,180.75,0.7
1r1b,A,1.10.287.10,56,0.94,39.27,27,0.08
2fkx,A,1.10.287.10,88,0.71,50.41,37.75,0.09
1ail,A,1.10.287.10,70,0.92,47.06,33,0.08
1a32,A,1.10.287.10,85,0.77,74.76,36.25,0.09
1fyj,A,1.10.287.10,57,0.84,166.27,165.75,0.77
1ab3,A,1.10.287.10,88,0.55,49.01,25,0.06
1d2d,A,1.10.287.10,56,0.82,37.8,25.25,0.06
2z0a,A,1.10.287.10,72,0.95,57.91,39.75,0.11
1faf,A,1.10.287.110,79,0.65,87.42,72.5,0.23
1fpo,A,1.10.287.110,171,1.23,222.32,189.25,0.29
1vib,A,1.10.287.120,54,0.33,25.23,14.75,0.06
2ftk,A,1.10.287.130,181,1.46,349.82,332.75,0.48
1f51,A,1.10.287.130,181,1.71,316.59,306.5,0.43
1ai7,A,1.10.287.150,206,1.17,356.71,305.75,0.41
1k5q,A,1.10.287.150,206,1.23,354.19,305.75,0.4
1k7d,A,1.10.287.150,206,1.22,346.62,300,0.39
1cp9,A,1.10.287.150,196,1.22,314.37,275.25,0.38
1ajn,A,1.10.287.150,206,1.31,353.36,305.25,0.4
1fxv,A,1.10.287.150,206,1.34,350.56,305,0.4
1ai5,A,1.10.287.150,206,1.21,347.43,298.5,0.39
1pnk,A,1.10.287.150,193,1.35,304.74,272,0.37
1ai6,A,1.10.287.150,195,1.43,319.75,285.25,0.39
1ajq,A,1.10.287.150,206,1.25,352.67,304,0.4
1gm8,A,1.10.287.150,207,1.33,353.33,303.75,0.4
1ai4,A,1.10.287.150,206,1.25,353.05,304,0.4
1kec,A,1.10.287.150,206,1.38,355.49,309.75,0.41
1jx9,A,1.10.287.150,206,1.38,354.74,308,0.41
1pnl,A,1.10.287.150,193,1.37,308.68,275,0.38
1k5s,A,1.10.287.150,206,1.37,356.48,309,0.41
1fxh,A,1.10.287.150,206,1.29,353.24,306.75,0.4
1pnm,A,1.10.287.150,193,1.29,315.65,281.75,0.39
1urf,A,1.10.287.160,81,0.84,223.37,209,0.71
1df5,A,1.10.287.210,68,0.83,170.11,175.75,0.66
2ezo,A,1.10.287.210,123,0.85,354.11,349.25,0.76
1szt,A,1.10.287.210,68,0.81,167.19,169.25,0.64
1fav,A,1.10.287.210,78,0.85,235.45,134.75,0.68
1qr8,A,1.10.287.210,68,0.92,190.94,193.25,0.74
1ebo,A,1.10.287.210,112,1.02,357.24,313.75,0.82
1qce,A,1.10.287.210,123,0.84,370.88,366.5,0.79
2ebo,A,1.10.287.210,74,0.22,14.12,3.5,0.01
1i5x,A,1.10.287.210,61,0.83,158.59,155.25,0.67
1y4m,A,1.10.287.210,53,0.11,35.72,3.75,0.01
1qr9,A,1.10.287.210,68,0.81,180.28,178.25,0.69
2ezp,A,1.10.287.210,123,0.85,352.56,349,0.75
1mof,A,1.10.287.210,53,0.86,122.59,108.5,0.56
1i5y,A,1.10.287.210,61,0.89,175.12,174,0.75
2ezs,A,1.10.287.210,123,0.88,358.43,356.5,0.77
2ezr,A,1.10.287.210,123,0.86,359.2,356.5,0.77
2ezq,A,1.10.287.210,123,0.88,392.02,387,0.84
1nkd,A,1.10.287.230,59,0.81,162.21,167.75,0.73
1rop,A,1.10.287.230,56,0.82,130.82,139.5,0.61
1f4m,A,1.10.287.230,56,0.84,152.79,154.5,0.72
1rpo,A,1.10.287.230,60,0.82,160.18,166,0.7
1rpr,A,1.10.287.230,63,0.84,154.74,156,0.64
